Model,Star Rating,No. of Ratings,No. of Reviews,OS,,Size,Screen Size,Warranty,Color,Price
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,4.2,1758,171,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Metallic Black,"53,990"
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,4.2,1901,270,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Metallic Black,"29,990"
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,4.2,1976,225,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Silver,"28,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,1847,269,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Silver,"49,690"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1...",4.3,1017,304,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Silver,"36,990"
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,4.3,732,156,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Black,"59,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,4.7,768,180,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,1 year onsite warranty,Black,"84,990"
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,4.5,404,330,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Grey,"61,990"
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.4,341,315,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Black,"76,190"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,1231,294,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Blue,"32,990"
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,4.2,1799,257,64 bit Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Blue,"32,490"
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light La...,4.3,704,343,Windows 11 Operating System,,100.58 cm (39.6 cm) Display,,2 year international warranty,Silver,"34,990"
Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook Lapto...,3.7,847,240,Chrome Operating System,,1 Year Carry-in Warranty,,1 year warranty,Metallic Black,"16,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.4,1918,118,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Silver,"61,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,759,106,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Metallic Black,"47,990"
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,4.5,1456,236,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Silver,"85,690"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,4.2,635,310,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Silver,"47,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,4.7,1847,336,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,2 year international warranty,Blue,"84,990"
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,4.7,654,153,Windows 11 Operating System,,40.89 cm (16.1 Inch) Display,,1 year onsite warranty,Metallic Black,"1,02,990"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,4.5,495,203,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,2 year international warranty,Grey,"1,19,990"
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,4,991,185,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Grey,"42,990"
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 La...,4.2,1864,181,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Silver,"35,990"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,4.2,910,160,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Silver,"49,990"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",4.2,899,186,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Blue,"52,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,1744,101,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Metallic Black,"49,690"
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.4,1696,277,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Silver,"76,190"
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,4.2,1150,341,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Grey,"43,800"
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-071IN Thi...,4.3,314,302,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Metallic Black,"44,990"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,1286,130,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Silver,"32,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,462,132,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Metallic Black,"47,990"
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,4.2,491,305,Windows 11 Operating System,,100.63 cm (39.62 cm) Display,,1 year onsite warranty,Blue,"36,990"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,4.2,742,179,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Grey,"47,990"
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,4.3,1486,110,Windows 11 Home Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Metallic Black,"40,990"
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,4.4,1966,260,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Grey,"58,990"
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,4.5,587,227,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Silver,"85,690"
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,4.7,422,234,Windows 11 Operating System,,40.89 cm (16.1 Inch) Display,,2 year international warranty,Black,"1,02,990"
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForc...,4.3,921,227,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Metallic Black,"65,990"
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,3.8,413,130,Chrome Operating System,,1 Year Onsite Warranty,,1 year onsite warranty,Grey,"13,490"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,4.5,714,275,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,1 year warranty,Metallic Black,"1,19,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,4.3,1244,225,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Silver,"36,990"
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,746,337,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Silver,"55,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,949,146,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Grey,"49,990"
SAMSUNG Galaxy Book4 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN ...,4.5,644,305,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Blue,"75,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,4.4,952,319,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Metallic Black,"67,990"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,4.4,557,280,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,1 year warranty,Metallic Black,"1,04,990"
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,4.2,432,206,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Silver,"32,990"
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,No rating,878,307,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,1 year onsite warranty,Metallic Black,"1,40,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,759,118,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Grey,"49,990"
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,4.2,1981,180,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Black,"53,990"
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,4.2,795,222,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Silver,"29,990"
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,4.2,1837,317,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Black,"28,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,873,233,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Metallic Black,"49,690"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1...",4.3,843,206,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Blue,"36,990"
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,4.3,993,148,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Grey,"59,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,4.7,1500,172,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,1 year warranty,Metallic Black,"84,990"
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,4.5,1709,149,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Grey,"61,990"
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.4,1695,180,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Metallic Black,"76,190"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,803,194,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Metallic Black,"32,990"
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,4.2,270,111,64 bit Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Metallic Black,"32,490"
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light La...,4.3,803,122,Windows 11 Operating System,,100.58 cm (39.6 cm) Display,,1 year onsite warranty,Silver,"34,990"
Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook Lapto...,3.7,646,153,Chrome Operating System,,1 Year Carry-in Warranty,,1 year warranty,Black,"16,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.4,874,217,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Blue,"61,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,354,296,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Black,"47,990"
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,4.5,441,334,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Black,"85,690"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,4.2,266,327,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Grey,"47,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,4.7,1393,158,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,2 year international warranty,Silver,"84,990"
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,4.7,642,263,Windows 11 Operating System,,40.89 cm (16.1 Inch) Display,,1 year onsite warranty,Silver,"1,02,990"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,4.5,674,102,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,2 year international warranty,Metallic Black,"1,19,990"
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,4,378,157,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Black,"42,990"
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 La...,4.2,1403,315,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Blue,"35,990"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,4.2,821,282,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Grey,"49,990"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",4.2,1833,156,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Silver,"52,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,278,244,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Metallic Black,"49,690"
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.4,1370,266,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Blue,"76,190"
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,4.2,1283,189,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Black,"43,800"
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-071IN Thi...,4.3,491,295,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Blue,"44,990"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,481,154,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Silver,"32,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,1038,144,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Grey,"47,990"
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,4.2,1557,303,Windows 11 Operating System,,100.63 cm (39.62 cm) Display,,1 year warranty,Black,"36,990"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,4.2,964,100,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Grey,"47,990"
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,4.3,1008,120,Windows 11 Home Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Blue,"40,990"
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,4.4,1051,310,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Blue,"58,990"
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,4.5,1025,120,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Metallic Black,"85,690"
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,4.7,975,151,Windows 11 Operating System,,40.89 cm (16.1 Inch) Display,,1 year warranty,Black,"1,02,990"
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForc...,4.3,449,181,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Blue,"65,990"
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,3.8,1194,270,Chrome Operating System,,1 Year Onsite Warranty,,1 year onsite warranty,Silver,"13,490"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,4.5,328,279,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,1 year warranty,Silver,"1,19,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,4.3,1205,166,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Grey,"36,990"
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,1105,212,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Silver,"55,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,1446,143,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Blue,"49,990"
SAMSUNG Galaxy Book4 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN ...,4.5,716,259,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Silver,"75,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,4.4,830,109,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Black,"67,990"
Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,4.4,1689,163,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,1 year warranty,Grey,"1,04,990"
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,4.2,1189,331,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Black,"32,990"
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,No rating,698,306,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,2 year international warranty,Blue,"1,40,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,336,168,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Blue,"49,990"
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,4.2,350,167,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Silver,"53,990"
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,4.2,1281,349,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Metallic Black,"29,990"
